"","person","tot","time","role","dialogue"
"2461","ROMNEY","95.5","time 3","candidate","Number two, Mister President, the reason I call it an apology tour is because you went to the Middle East and you flew to Egypt and to Saudi Arabia and to Turkey and Iraq."
"2462","ROMNEY","95.6","time 3","candidate","And by the way, you skipped Israel, our closest friend in the region, but you went to the other nations."
"2463","ROMNEY","95.7","time 3","candidate","And by the way, they noticed that you skipped Israel."
"2464","ROMNEY","95.8","time 3","candidate","And then in those nations, and on Arabic TV, you said that America had been dismissive and derisive."
"2465","ROMNEY","95.9","time 3","candidate","You said that on occasion America had dictated to other nations."
"2466","ROMNEY","95.10","time 3","candidate","Mister President, America has not dictated to other nations."
"2467","ROMNEY","95.11","time 3","candidate","We have freed other nations from dictators."
"2468","OBAMA","96.1","time 3","candidate","Bob, let me let me respond."
"2469","OBAMA","96.2","time 3","candidate","If we're going to talk about trips that we've taken when I was a candidate for office, first trip I took was to visit our troops."
"2470","OBAMA","96.3","time 3","candidate","And when I went to Israel as a candidate, I didn't take donors."
"2471","OBAMA","96.4","time 3","candidate","I didn't attend fundraisers."
"2472","OBAMA","96.5","time 3","candidate","I went to Yad Beshef, the Holocaust museum there, to remind myself the nature of evil and why our bond with Israel will be unbreakable."
"2473","OBAMA","96.6","time 3","candidate","And then I went down to the border towns of Storok, which had experienced missiles raining dowm from Hamas."
"2474","OBAMA","96.7","time 3","candidate","And I saw families there who showed me there where missiles had come down near their children's bedroo Miss And I was reminded of what that would mean if those were my kids."
"2475","OBAMA","96.8","time 3","candidate","Which is why as president, we funded an Iron Dome program to stop those missiles."
"2476","OBAMA","96.9","time 3","candidate","So that's how I've used my travels, when I travel to Israel and when I travel to the region."
"2477","OBAMA","96.10","time 3","candidate","And the the central question at this point is going to be: Who is going to be credible to all parties involved?"
"2478","OBAMA","96.11","time 3","candidate","And they can look at my track record, whether it's Iran sanctions, whether it's dealing with counterterrorism, whether it's supporting democracy, whether it's supporting women's rights, whether it's supporting religious minorities."
"2479","OBAMA","96.12","time 3","candidate","And they can say that the President of the United States and the United States of America has stood on the right side of history."
"2480","OBAMA","96.13","time 3","candidate","And that kind of credibility is precisely why we've been able to show leadership on a wide range of issues facing the world right now."
"2481","SCHIEFFER","97.1","time 3","moderator","What if what if the prime minister of Israel called you on the phone and said, Our bombers are on the way."
"2482","SCHIEFFER","97.2","time 3","moderator","We're going to bomb Iran."
"2483","SCHIEFFER","97.3","time 3","moderator","What do you |"
"2484","ROMNEY","98.1","time 3","candidate","Bob, let's not go into hypotheticals of that nature."
"2485","ROMNEY","98.2","time 3","candidate","Our relationship with Israel, my relationship with the prime minister of Israel is such that we would not get a call saying our bombers are on the way, or their fighters are on the way."
"2486","ROMNEY","98.3","time 3","candidate","This is the kind of thing that would have been discussed and thoroughly evaluated well before that kind of |"
"2487","SCHIEFFER","99.1","time 3","moderator","So you'd say it just wouldn't happen?"
"2488","SCHIEFFER","99.2","time 3","moderator","That's |"
"2489","SCHIEFFER","99.3","time 3","moderator","OK."
"2490","SCHIEFFER","99.4","time 3","moderator","Let's see what |"
"2491","ROMNEY","100.1","time 3","candidate","But let me let me come back we can come back."
"2492","ROMNEY","100.2","time 3","candidate","Let's come back to what the president was speaking about, which is what's happening in the world and the president's statement that things are going so well."
"2493","ROMNEY","100.3","time 3","candidate","Look, I look at what's happening around the world, and i see Iran four years closer to a bomb."
"2494","ROMNEY","100.4","time 3","candidate","I see the Middle East with a rising tide of violence, chaos, tumult."
"2495","ROMNEY","100.5","time 3","candidate","I see jihadists continuing to spread, whether they're rising or just about the same level, hard to precisely measure, but it's clear they're there."
"2496","ROMNEY","100.6","time 3","candidate","They're very strong."
"2497","ROMNEY","100.7","time 3","candidate","I see Syria with thirty thousand civilians dead, Assad still in power."
"2498","ROMNEY","100.8","time 3","candidate","I see our trade deficit with China, larger than it's growing larger every year, as a matter of fact."
"2499","ROMNEY","100.9","time 3","candidate","I look around the world and I don't feel that you see North Korea, continuing to export their nuclear technology, Russia said they're not going to follow Nunn Lugar any more."
"2500","ROMNEY","100.10","time 3","candidate","They're back away from a nuclear proliferation treaty that we had with them."
"2501","ROMNEY","100.11","time 3","candidate","I look around the world, I don't see our influence growing around the world."
"2502","ROMNEY","100.12","time 3","candidate","I see our influence receding, in part because of the failure of the president to deal with our economic challenges at home; in part because of our withdrawal from our commitment to our military in the way I think it ought to be; in part because of the the the turmoil with Israel."
"2503","ROMNEY","100.13","time 3","candidate","I mean, the president received a letter from thirty eight Democrat senators saying the tensions with Israel were a real problem."
"2504","ROMNEY","100.14","time 3","candidate","They asked him, please repair the tension Democrat senators please repair the tension|"
"2505","SCHIEFFER","101.1","time 3","moderator","All right."
"2506","ROMNEY","102.1","time 3","candidate","the damage in his in his own party."
"2507","OBAMA","103.1","time 3","candidate","Governor, the problem is, is that on a whole range of issues, whether it's the Middle East, whether it's Afghanistan, whether it's Iraq, whether it's now Iran, you've been all over the map."
"2508","OBAMA","103.2","time 3","candidate","I mean, I'm I'm pleased that you now are endorsing our policy of applying diplomatic pressure and potentially having bilateral discussions with the Iranians to end their nuclear program."
"2509","OBAMA","103.3","time 3","candidate","But just a few years ago you said that's something you'd never do."
"2510","OBAMA","103.4","time 3","candidate","In the same way that you initially opposed a timetable in Afghanistan, now you're for it, although it depends."
